Institution,Metric,Value,Year,Numeric Value,Rank,Decile
Reading,Value added score/10,6.279197569073208,2017,6.279197569073208,27.0,8.0
Cardiff,Value added score/10,4.813619558052219,2017,4.813619558052219,91.0,3.0
Keele,Value added score/10,3.8728151830094895,2017,3.8728151830094895,109.0,1.0
Queen Mary,Value added score/10,4.617769099560104,2017,4.617769099560104,98.0,2.0
Aberdeen,Value added score/10,5.977512400131186,2017,5.977512400131186,46.0,7.0
Newcastle,Value added score/10,5.307857103038428,2017,5.307857103038428,75.0,4.0
Bristol,Value added score/10,6.23213070115725,2017,6.23213070115725,29.0,8.0
University for the Creative Arts,Value added score/10,3.435401119402985,2017,3.435401119402985,115.0,1.0
Swansea,Value added score/10,6.13588450181272,2017,6.13588450181272,37.0,7.0
Sheffield,Value added score/10,5.6835585809994855,2017,5.6835585809994855,58.0,6.0
King's College London,Value added score/10,6.222979888542063,2017,6.222979888542063,30.0,8.0
Portsmouth,Value added score/10,6.435521554187038,2017,6.435521554187038,21.0,9.0
Robert Gordon,Value added score/10,4.931120421678604,2017,4.931120421678604,89.0,3.0
Royal Holloway,Value added score/10,4.736921094198411,2017,4.736921094198411,94.0,3.0
Goldsmiths,Value added score/10,7.201573627714982,2017,7.201573627714982,3.0,10.0
Leicester,Value added score/10,5.024316157983134,2017,5.024316157983134,85.0,3.0
Derby,Value added score/10,5.384585526036938,2017,5.384585526036938,71.0,5.0
"Queen's, Belfast",Value added score/10,6.193453908074758,2017,6.193453908074758,34.0,8.0
Northumbria,Value added score/10,6.215719220304919,2017,6.215719220304919,31.0,8.0
Strathclyde,Value added score/10,4.789332303467217,2017,4.789332303467217,92.0,3.0
Bradford,Value added score/10,6.614321100293321,2017,6.614321100293321,16.0,9.0
University of the Arts London,Value added score/10,5.6842596917328345,2017,5.6842596917328345,57.0,6.0
Nottingham Trent,Value added score/10,5.7308954619124775,2017,5.7308954619124775,55.0,6.0
Bangor,Value added score/10,3.9881305293691085,2017,3.9881305293691085,107.0,2.0
Lincoln,Value added score/10,4.3450235427829185,2017,4.3450235427829185,104.0,2.0
Oxford Brookes,Value added score/10,6.3726869748981985,2017,6.3726869748981985,24.0,9.0
Stirling,Value added score/10,6.1814413902191605,2017,6.1814413902191605,35.0,8.0
Liverpool,Value added score/10,5.7198124197859475,2017,5.7198124197859475,56.0,6.0
Manchester Met,Value added score/10,5.073711242153322,2017,5.073711242153322,82.0,4.0
De Montfort,Value added score/10,5.91121210968699,2017,5.91121210968699,48.0,7.0
Essex,Value added score/10,6.1949830039780975,2017,6.1949830039780975,33.0,8.0
Winchester,Value added score/10,6.162996325261474,2017,6.162996325261474,36.0,8.0
Edge Hill,Value added score/10,5.4173079579040415,2017,5.4173079579040415,70.0,5.0
Chester,Value added score/10,4.034237822526915,2017,4.034237822526915,106.0,2.0
Anglia Ruskin,Value added score/10,4.935737236701178,2017,4.935737236701178,87.0,3.0
Bath Spa,Value added score/10,5.3467220093656875,2017,5.3467220093656875,73.0,4.0
UWE Bristol,Value added score/10,6.648782844350182,2017,6.648782844350182,15.0,9.0
Staffordshire,Value added score/10,5.611294797719715,2017,5.611294797719715,63.0,5.0
Edinburgh Napier,Value added score/10,7.732404950756367,2017,7.732404950756367,1.0,10.0
Hull,Value added score/10,5.1477539947410085,2017,5.1477539947410085,80.0,4.0
Gloucestershire,Value added score/10,6.564118881928029,2017,6.564118881928029,18.0,9.0
Northampton,Value added score/10,6.257123288397133,2017,6.257123288397133,28.0,8.0
Middlesex,Value added score/10,4.641083705468347,2017,4.641083705468347,97.0,2.0
Chichester,Value added score/10,5.458760305572439,2017,5.458760305572439,68.0,5.0
Plymouth,Value added score/10,6.009479690662727,2017,6.009479690662727,43.0,7.0
Brunel,Value added score/10,5.302135377307567,2017,5.302135377307567,76.0,4.0
Huddersfield,Value added score/10,5.140732131059289,2017,5.140732131059289,81.0,4.0
Bournemouth,Value added score/10,7.122245185533115,2017,7.122245185533115,4.0,10.0
Liverpool Hope,Value added score/10,3.713057066027406,2017,3.713057066027406,111.0,1.0
Ulster,Value added score/10,5.248752722239293,2017,5.248752722239293,78.0,4.0
Sunderland,Value added score/10,4.552908820620284,2017,4.552908820620284,99.0,2.0
Salford,Value added score/10,5.466204921076363,2017,5.466204921076363,66.0,5.0
Liverpool John Moores,Value added score/10,5.950482554794161,2017,5.950482554794161,47.0,7.0
Abertay Dundee,Value added score/10,6.678628644665171,2017,6.678628644665171,14.0,9.0
Sheffield Hallam,Value added score/10,6.063048307910521,2017,6.063048307910521,40.0,7.0
Central Lancashire,Value added score/10,4.7048952094986625,2017,4.7048952094986625,95.0,3.0
Kingston,Value added score/10,4.913103340570168,2017,4.913103340570168,90.0,3.0
Leeds Trinity,Value added score/10,6.966943147212352,2017,6.966943147212352,7.0,10.0
Roehampton,Value added score/10,5.650803383547708,2017,5.650803383547708,61.0,5.0
Brighton,Value added score/10,5.06873929188573,2017,5.06873929188573,83.0,4.0
Cardiff Met,Value added score/10,5.848023728157844,2017,5.848023728157844,51.0,6.0
Bolton,Value added score/10,4.411021563929427,2017,4.411021563929427,103.0,2.0
Hertfordshire,Value added score/10,4.934100208231214,2017,4.934100208231214,88.0,3.0
Worcester,Value added score/10,6.417823924325412,2017,6.417823924325412,23.0,9.0
West London,Value added score/10,5.352585002328831,2017,5.352585002328831,72.0,4.0
University Campus Suffolk,Value added score/10,2.2538900730473026,2017,2.2538900730473026,119.0,1.0
Greenwich,Value added score/10,5.30959764955521,2017,5.30959764955521,74.0,4.0
Glasgow Caledonian,Value added score/10,5.583811406257533,2017,5.583811406257533,64.0,5.0
Southampton Solent,Value added score/10,5.671761161467267,2017,5.671761161467267,59.0,6.0
Queen Margaret,Value added score/10,6.5304441260744985,2017,6.5304441260744985,19.0,9.0
Teesside,Value added score/10,3.6966431139209113,2017,3.6966431139209113,112.0,1.0
West of Scotland,Value added score/10,5.89010033889295,2017,5.89010033889295,49.0,6.0
York St John,Value added score/10,4.246088925483738,2017,4.246088925483738,105.0,2.0
Birmingham City,Value added score/10,5.462404406999352,2017,5.462404406999352,67.0,5.0
"St Mary's, Twickenham",Value added score/10,3.2808789427172274,2017,3.2808789427172274,118.0,1.0
London South Bank,Value added score/10,5.231392730781602,2017,5.231392730781602,79.0,4.0
Aberystwyth,Value added score/10,3.5427946190874935,2017,3.5427946190874935,113.0,1.0
Canterbury Christ Church,Value added score/10,5.429449263023465,2017,5.429449263023465,69.0,5.0
Newman,Value added score/10,3.316983835759532,2017,3.316983835759532,117.0,1.0
South Wales,Value added score/10,4.703669279047459,2017,4.703669279047459,96.0,2.0
Westminster,Value added score/10,6.210351711767918,2017,6.210351711767918,32.0,8.0
Bedfordshire,Value added score/10,3.3993009030002916,2017,3.3993009030002916,116.0,1.0
Leeds Beckett,Value added score/10,4.968462072923905,2017,4.968462072923905,86.0,3.0
East London,Value added score/10,5.785723703813676,2017,5.785723703813676,54.0,6.0
Bucks New University,Value added score/10,3.4581439521766373,2017,3.4581439521766373,114.0,1.0
Cumbria,Value added score/10,4.443093162000918,2017,4.443093162000918,102.0,2.0
London Met,Value added score/10,3.92451690821256,2017,3.92451690821256,108.0,1.0
Glyndŵr,Value added score/10,3.8592432485741046,2017,3.8592432485741046,110.0,1.0
Cambridge,Entry Tariff,600.1412487205706,2017,600.1412487205706,1.0,10.0
Oxford,Entry Tariff,576.9165199013828,2017,576.9165199013828,2.0,10.0
St Andrews,Entry Tariff,524.1263011797378,2017,524.1263011797378,6.0,10.0
Loughborough,Entry Tariff,411.28940483976453,2017,411.28940483976453,30.0,8.0
Surrey,Entry Tariff,424.1792991035044,2017,424.1792991035044,23.0,9.0
Durham,Entry Tariff,527.5214859994527,2017,527.5214859994527,5.0,10.0
Imperial College,Entry Tariff,566.8929490478641,2017,566.8929490478641,3.0,10.0
Lancaster,Entry Tariff,421.3569751056835,2017,421.3569751056835,25.0,8.0
Warwick,Entry Tariff,489.7248239975542,2017,489.7248239975542,8.0,10.0
Bath,Entry Tariff,481.1402135231318,2017,481.1402135231318,10.0,10.0
Exeter,Entry Tariff,471.060127276717,2017,471.060127276717,14.0,9.0
London School of Economics,Entry Tariff,540.7439471753534,2017,540.7439471753534,4.0,10.0
Birmingham,Entry Tariff,429.0477386934677,2017,429.0477386934677,21.0,9.0
UCL,Entry Tariff,506.1996766370259,2017,506.1996766370259,7.0,10.0
Coventry,Entry Tariff,316.87513089005233,2017,316.87513089005233,78.0,4.0
Leeds,Entry Tariff,436.48770949720864,2017,436.48770949720864,18.0,9.0
Southampton,Entry Tariff,417.0008257638318,2017,417.0008257638318,28.0,8.0
City,Entry Tariff,374.403356794802,2017,374.403356794802,42.0,7.0
York,Entry Tariff,431.0225225225237,2017,431.0225225225237,20.0,9.0
Sussex,Entry Tariff,375.88674033149204,2017,375.88674033149204,41.0,7.0
Falmouth,Entry Tariff,317.95662650602424,2017,317.95662650602424,77.0,4.0
Edinburgh,Entry Tariff,487.44252966713447,2017,487.44252966713447,9.0,10.0
Kent,Entry Tariff,360.8552806597505,2017,360.8552806597505,46.0,7.0
UEA,Entry Tariff,422.7030905077263,2017,422.7030905077263,24.0,9.0
Nottingham,Entry Tariff,425.04317111460074,2017,425.04317111460074,22.0,9.0
Glasgow,Entry Tariff,478.4038530146281,2017,478.4038530146281,12.0,10.0
Heriot-Watt,Entry Tariff,406.8378378378378,2017,406.8378378378378,32.0,8.0
Dundee,Entry Tariff,412.2095561147183,2017,412.2095561147183,29.0,8.0
Aston,Entry Tariff,364.99485259710025,2017,364.99485259710025,44.0,7.0
SOAS,Entry Tariff,410.65,2017,410.65,31.0,8.0
Manchester,Entry Tariff,439.2734082397008,2017,439.2734082397008,17.0,9.0
Reading,Entry Tariff,371.72210065645515,2017,371.72210065645515,43.0,7.0
Cardiff,Entry Tariff,405.48201275045534,2017,405.48201275045534,33.0,8.0
Keele,Entry Tariff,351.83577339274393,2017,351.83577339274393,49.0,6.0
Queen Mary,Entry Tariff,417.1813528336388,2017,417.1813528336388,27.0,8.0
Aberdeen,Entry Tariff,442.8298587760591,2017,442.8298587760591,16.0,9.0
Newcastle,Entry Tariff,431.7291311754682,2017,431.7291311754682,19.0,9.0
Bristol,Entry Tariff,479.12599318955733,2017,479.12599318955733,11.0,10.0
University for the Creative Arts,Entry Tariff,321.46495119787045,2017,321.46495119787045,72.0,4.0
Swansea,Entry Tariff,325.94700381018356,2017,325.94700381018356,65.0,5.0
Sheffield,Entry Tariff,420.11541950113417,2017,420.11541950113417,26.0,8.0
King's College London,Entry Tariff,463.6257961783447,2017,463.6257961783447,15.0,9.0
Portsmouth,Entry Tariff,322.4065802113358,2017,322.4065802113358,69.0,5.0
Robert Gordon,Entry Tariff,391.67798254122215,2017,391.67798254122215,36.0,8.0
Royal Holloway,Entry Tariff,400.3687904967606,2017,400.3687904967606,34.0,8.0
Goldsmiths,Entry Tariff,358.61322463768073,2017,358.61322463768073,47.0,7.0
Leicester,Entry Tariff,389.98193953671006,2017,389.98193953671006,37.0,7.0
Derby,Entry Tariff,305.3029490616622,2017,305.3029490616622,86.0,3.0
"Queen's, Belfast",Entry Tariff,388.2979994028077,2017,388.2979994028077,38.0,7.0
Northumbria,Entry Tariff,363.91345454545524,2017,363.91345454545524,45.0,7.0
Strathclyde,Entry Tariff,475.85540142917193,2017,475.85540142917193,13.0,9.0
Bradford,Entry Tariff,321.35156819839534,2017,321.35156819839534,73.0,4.0
University of the Arts London,Entry Tariff,323.0744837758112,2017,323.0744837758112,67.0,5.0
Nottingham Trent,Entry Tariff,306.3432885906031,2017,306.3432885906031,83.0,4.0
Bangor,Entry Tariff,343.84258729250126,2017,343.84258729250126,56.0,6.0
Lincoln,Entry Tariff,339.52021563342316,2017,339.52021563342316,57.0,6.0
Oxford Brookes,Entry Tariff,337.99657534246575,2017,337.99657534246575,58.0,6.0
Stirling,Entry Tariff,376.93631539044804,2017,376.93631539044804,40.0,7.0
Liverpool,Entry Tariff,395.1896131998918,2017,395.1896131998918,35.0,8.0
Manchester Met,Entry Tariff,347.9342376373626,2017,347.9342376373626,52.0,6.0
De Montfort,Entry Tariff,292.83343428225317,2017,292.83343428225317,100.0,2.0
Essex,Entry Tariff,299.8527964205817,2017,299.8527964205817,96.0,2.0
Winchester,Entry Tariff,295.2961222091659,2017,295.2961222091659,98.0,2.0
Edge Hill,Entry Tariff,327.88760585065427,2017,327.88760585065427,62.0,5.0
Chester,Entry Tariff,304.2977574750831,2017,304.2977574750831,90.0,3.0
Anglia Ruskin,Entry Tariff,256.3803468208092,2017,256.3803468208092,116.0,1.0
Bath Spa,Entry Tariff,321.69746748802186,2017,321.69746748802186,71.0,5.0
UWE Bristol,Entry Tariff,323.85082009893284,2017,323.85082009893284,66.0,5.0
Staffordshire,Entry Tariff,265.6483300589388,2017,265.6483300589388,113.0,1.0
Edinburgh Napier,Entry Tariff,349.8346744696413,2017,349.8346744696413,50.0,6.0
Hull,Entry Tariff,344.5622161671214,2017,344.5622161671214,55.0,6.0
Gloucestershire,Entry Tariff,326.0962288686606,2017,326.0962288686606,64.0,5.0
Northampton,Entry Tariff,280.702850877193,2017,280.702850877193,108.0,1.0
Middlesex,Entry Tariff,300.82425742574236,2017,300.82425742574236,93.0,3.0
Chichester,Entry Tariff,304.87327586206897,2017,304.87327586206897,88.0,3.0
Plymouth,Entry Tariff,314.3145283591143,2017,314.3145283591143,80.0,4.0
Brunel,Entry Tariff,349.56231599607344,2017,349.56231599607344,51.0,6.0
Huddersfield,Entry Tariff,332.2599931670645,2017,332.2599931670645,61.0,5.0
Bournemouth,Entry Tariff,321.8101182654423,2017,321.8101182654423,70.0,5.0
Liverpool Hope,Entry Tariff,305.2171903881701,2017,305.2171903881701,87.0,3.0
Ulster,Entry Tariff,307.67850261491856,2017,307.67850261491856,82.0,4.0
Sunderland,Entry Tariff,290.45470692717583,2017,290.45470692717583,104.0,2.0
Salford,Entry Tariff,334.5275761973876,2017,334.5275761973876,60.0,5.0
Liverpool John Moores,Entry Tariff,345.42422145328703,2017,345.42422145328703,54.0,6.0
Abertay Dundee,Entry Tariff,346.7549504950495,2017,346.7549504950495,53.0,6.0
Sheffield Hallam,Entry Tariff,305.9496144880771,2017,305.9496144880771,84.0,3.0
Central Lancashire,Entry Tariff,322.92031735081355,2017,322.92031735081355,68.0,5.0
Kingston,Entry Tariff,290.70894479385095,2017,290.70894479385095,103.0,2.0
Leeds Trinity,Entry Tariff,286.5234474017721,2017,286.5234474017721,107.0,2.0
Roehampton,Entry Tariff,275.78520286396173,2017,275.78520286396173,112.0,1.0
Brighton,Entry Tariff,304.72738537794265,2017,304.72738537794265,89.0,3.0
Cardiff Met,Entry Tariff,318.07260351673284,2017,318.07260351673284,76.0,4.0
Bolton,Entry Tariff,290.1825396825397,2017,290.1825396825397,105.0,2.0
Hertfordshire,Entry Tariff,300.6675287356322,2017,300.6675287356322,94.0,3.0
Worcester,Entry Tariff,302.9187547456346,2017,302.9187547456346,91.0,3.0
West London,Entry Tariff,300.00116686114353,2017,300.00116686114353,95.0,3.0
University Campus Suffolk,Entry Tariff,308.24444444444447,2017,308.24444444444447,81.0,4.0
Greenwich,Entry Tariff,337.6191616766467,2017,337.6191616766467,59.0,6.0
Glasgow Caledonian,Entry Tariff,386.84516954574536,2017,386.84516954574536,39.0,7.0
Southampton Solent,Entry Tariff,278.83195592286546,2017,278.83195592286546,109.0,1.0
Queen Margaret,Entry Tariff,351.88425925925935,2017,351.88425925925935,48.0,7.0
Teesside,Entry Tariff,305.5264817150061,2017,305.5264817150061,85.0,3.0
West of Scotland,Entry Tariff,326.9443127962082,2017,326.9443127962082,63.0,5.0
York St John,Entry Tariff,301.73328738800825,2017,301.73328738800825,92.0,3.0
Birmingham City,Entry Tariff,316.3811300639658,2017,316.3811300639658,79.0,4.0
"St Mary's, Twickenham",Entry Tariff,293.291015625,2017,293.291015625,99.0,2.0
London South Bank,Entry Tariff,257.05515587529976,2017,257.05515587529976,115.0,1.0
Aberystwyth,Entry Tariff,289.7584569732953,2017,289.7584569732953,106.0,2.0
Canterbury Christ Church,Entry Tariff,276.1606407322654,2017,276.1606407322654,111.0,1.0
Newman,Entry Tariff,299.35437881873725,2017,299.35437881873725,97.0,2.0
South Wales,Entry Tariff,318.9938048528654,2017,318.9938048528654,74.0,4.0
Westminster,Entry Tariff,318.25061957868735,2017,318.25061957868735,75.0,4.0
Bedfordshire,Entry Tariff,239.8016581632653,2017,239.8016581632653,119.0,1.0
Leeds Beckett,Entry Tariff,292.5502356267672,2017,292.5502356267672,101.0,2.0
East London,Entry Tariff,278.4769874476987,2017,278.4769874476987,110.0,1.0
Bucks New University,Entry Tariff,259.83139534883554,2017,259.83139534883554,114.0,1.0
Cumbria,Entry Tariff,292.1332694151486,2017,292.1332694151486,102.0,2.0
London Met,Entry Tariff,250.4060676779463,2017,250.4060676779463,117.0,1.0
Glyndŵr,Entry Tariff,249.691964285714,2017,249.691964285714,118.0,1.0
Cambridge,NSS Feedback (%),73.5804060586529,2017,73.5804060586529,52.0,6.0
Oxford,NSS Feedback (%),71.4571238222138,2017,71.4571238222138,81.0,4.0
St Andrews,NSS Feedback (%),74.5065350760203,2017,74.5065350760203,43.0,7.0
Loughborough,NSS Feedback (%),76.1624830991711,2017,76.1624830991711,27.0,8.0
Surrey,NSS Feedback (%),79.2397827950843,2017,79.2397827950843,6.0,10.0
Durham,NSS Feedback (%),71.6824196597354,2017,71.6824196597354,78.0,4.0
Imperial College,NSS Feedback (%),66.7438677755553,2017,66.7438677755553,110.0,1.0
Lancaster,NSS Feedback (%),72.0572395753193,2017,72.0572395753193,69.0,5.0
Warwick,NSS Feedback (%),72.5989147041779,2017,72.5989147041779,59.0,6.0
Bath,NSS Feedback (%),74.226022202303,2017,74.226022202303,46.0,7.0
Exeter,NSS Feedback (%),74.09018196360731,2017,74.09018196360731,50.0,6.0
London School of Economics,NSS Feedback (%),67.2266666666667,2017,67.2266666666667,108.0,1.0
Birmingham,NSS Feedback (%),69.9726047682511,2017,69.9726047682511,93.0,3.0
UCL,NSS Feedback (%),62.9646460056348,2017,62.9646460056348,117.0,1.0
Coventry,NSS Feedback (%),82.1644372213194,2017,82.1644372213194,1.0,10.0
Leeds,NSS Feedback (%),75.4659298018696,2017,75.4659298018696,36.0,8.0
Southampton,NSS Feedback (%),69.8641630043947,2017,69.8641630043947,96.0,2.0
City,NSS Feedback (%),76.5791147868763,2017,76.5791147868763,24.0,9.0
York,NSS Feedback (%),70.4195291135863,2017,70.4195291135863,87.0,3.0
Sussex,NSS Feedback (%),67.8722431722089,2017,67.8722431722089,106.0,2.0
Falmouth,NSS Feedback (%),78.80904856952759,2017,78.80904856952759,9.0,10.0
Edinburgh,NSS Feedback (%),61.165387299372,2017,61.165387299372,119.0,1.0
Kent,NSS Feedback (%),72.08685057871381,2017,72.08685057871381,67.0,5.0
UEA,NSS Feedback (%),70.0554192786409,2017,70.0554192786409,92.0,3.0
Nottingham,NSS Feedback (%),70.6745814111043,2017,70.6745814111043,85.0,3.0
Glasgow,NSS Feedback (%),67.27769630715909,2017,67.27769630715909,107.0,2.0
Heriot-Watt,NSS Feedback (%),69.914338323593,2017,69.914338323593,94.0,3.0
Dundee,NSS Feedback (%),72.4993482228209,2017,72.4993482228209,61.0,5.0
Aston,NSS Feedback (%),76.0562471779656,2017,76.0562471779656,28.0,8.0
SOAS,NSS Feedback (%),67.11760184473479,2017,67.11760184473479,109.0,1.0
Manchester,NSS Feedback (%),70.13120814520771,2017,70.13120814520771,91.0,3.0
Reading,NSS Feedback (%),70.55622732769041,2017,70.55622732769041,86.0,3.0
Cardiff,NSS Feedback (%),69.7961029661177,2017,69.7961029661177,97.0,2.0
Keele,NSS Feedback (%),77.8757939308398,2017,77.8757939308398,14.0,9.0
Queen Mary,NSS Feedback (%),71.7067509188213,2017,71.7067509188213,77.0,4.0
Aberdeen,NSS Feedback (%),65.0908606211401,2017,65.0908606211401,114.0,1.0
Newcastle,NSS Feedback (%),72.0877930948316,2017,72.0877930948316,66.0,5.0
Bristol,NSS Feedback (%),63.725222767776,2017,63.725222767776,115.0,1.0
University for the Creative Arts,NSS Feedback (%),81.2070938215103,2017,81.2070938215103,3.0,10.0
Swansea,NSS Feedback (%),74.0242628015812,2017,74.0242628015812,51.0,6.0
Sheffield,NSS Feedback (%),71.9085520745131,2017,71.9085520745131,74.0,4.0
King's College London,NSS Feedback (%),63.70902279113329,2017,63.70902279113329,116.0,1.0
Portsmouth,NSS Feedback (%),76.5895376253847,2017,76.5895376253847,23.0,9.0
Robert Gordon,NSS Feedback (%),75.89916999692589,2017,75.89916999692589,33.0,8.0
Royal Holloway,NSS Feedback (%),74.9968769519051,2017,74.9968769519051,41.0,7.0
Goldsmiths,NSS Feedback (%),68.6067522586781,2017,68.6067522586781,101.0,2.0
Leicester,NSS Feedback (%),68.00324236692789,2017,68.00324236692789,104.0,2.0
Derby,NSS Feedback (%),77.2190724044986,2017,77.2190724044986,18.0,9.0
"Queen's, Belfast",NSS Feedback (%),74.3404689092763,2017,74.3404689092763,45.0,7.0
Northumbria,NSS Feedback (%),75.3633367550921,2017,75.3633367550921,37.0,7.0
Strathclyde,NSS Feedback (%),62.0303756994405,2017,62.0303756994405,118.0,1.0
Bradford,NSS Feedback (%),73.469504519968,2017,73.469504519968,55.0,6.0
University of the Arts London,NSS Feedback (%),74.2045940933086,2017,74.2045940933086,47.0,7.0
Nottingham Trent,NSS Feedback (%),79.3097176117503,2017,79.3097176117503,5.0,10.0
Bangor,NSS Feedback (%),78.0990045002045,2017,78.0990045002045,12.0,10.0
Lincoln,NSS Feedback (%),72.1510055274609,2017,72.1510055274609,64.0,5.0
Oxford Brookes,NSS Feedback (%),78.2578457793619,2017,78.2578457793619,11.0,10.0
Stirling,NSS Feedback (%),68.6434242319641,2017,68.6434242319641,100.0,2.0
Liverpool,NSS Feedback (%),71.9494339892154,2017,71.9494339892154,72.0,4.0
Manchester Met,NSS Feedback (%),75.9156609598653,2017,75.9156609598653,31.0,8.0
De Montfort,NSS Feedback (%),75.6714850197569,2017,75.6714850197569,35.0,8.0
Essex,NSS Feedback (%),77.24732065022309,2017,77.24732065022309,17.0,9.0
Winchester,NSS Feedback (%),77.5715885458327,2017,77.5715885458327,15.0,9.0
Edge Hill,NSS Feedback (%),78.8141239173884,2017,78.8141239173884,8.0,10.0
Chester,NSS Feedback (%),74.7190730659741,2017,74.7190730659741,42.0,7.0
Anglia Ruskin,NSS Feedback (%),77.0963287462502,2017,77.0963287462502,20.0,9.0
Bath Spa,NSS Feedback (%),81.7083144025443,2017,81.7083144025443,2.0,10.0
UWE Bristol,NSS Feedback (%),71.6450129922047,2017,71.6450129922047,79.0,4.0
Staffordshire,NSS Feedback (%),75.3304454070865,2017,75.3304454070865,39.0,7.0
Edinburgh Napier,NSS Feedback (%),71.96193265007321,2017,71.96193265007321,71.0,5.0
Hull,NSS Feedback (%),72.123421661035,2017,72.123421661035,65.0,5.0
Gloucestershire,NSS Feedback (%),72.84821986258589,2017,72.84821986258589,57.0,6.0
Northampton,NSS Feedback (%),77.0748027564167,2017,77.0748027564167,21.0,9.0
Middlesex,NSS Feedback (%),73.5611938877517,2017,73.5611938877517,53.0,6.0
Chichester,NSS Feedback (%),76.1844598862919,2017,76.1844598862919,25.0,8.0
Plymouth,NSS Feedback (%),77.0344303594993,2017,77.0344303594993,22.0,9.0
Brunel,NSS Feedback (%),71.9290322580645,2017,71.9290322580645,73.0,4.0
Huddersfield,NSS Feedback (%),77.46521739130439,2017,77.46521739130439,16.0,9.0
Bournemouth,NSS Feedback (%),66.00948625635749,2017,66.00948625635749,112.0,1.0
Liverpool Hope,NSS Feedback (%),80.33464435704289,2017,80.33464435704289,4.0,10.0
Ulster,NSS Feedback (%),77.9294613090016,2017,77.9294613090016,13.0,9.0
Sunderland,NSS Feedback (%),75.9155954402134,2017,75.9155954402134,32.0,8.0
Salford,NSS Feedback (%),74.4732066807392,2017,74.4732066807392,44.0,7.0
Liverpool John Moores,NSS Feedback (%),75.9522124630562,2017,75.9522124630562,30.0,8.0
Abertay Dundee,NSS Feedback (%),72.3801065719361,2017,72.3801065719361,62.0,5.0
Sheffield Hallam,NSS Feedback (%),73.2978763532119,2017,73.2978763532119,56.0,6.0
Central Lancashire,NSS Feedback (%),74.179122043074,2017,74.179122043074,48.0,7.0
Kingston,NSS Feedback (%),69.78914909575799,2017,69.78914909575799,98.0,2.0
Leeds Trinity,NSS Feedback (%),78.7166666666667,2017,78.7166666666667,10.0,10.0
Roehampton,NSS Feedback (%),72.2895715663314,2017,72.2895715663314,63.0,5.0
Brighton,NSS Feedback (%),69.212368981864,2017,69.212368981864,99.0,2.0
Cardiff Met,NSS Feedback (%),71.2040332147094,2017,71.2040332147094,82.0,4.0
Bolton,NSS Feedback (%),75.3321594365295,2017,75.3321594365295,38.0,7.0
Hertfordshire,NSS Feedback (%),70.3614819259037,2017,70.3614819259037,88.0,3.0
Worcester,NSS Feedback (%),71.89725161376191,2017,71.89725161376191,75.0,4.0
West London,NSS Feedback (%),68.1181515007146,2017,68.1181515007146,103.0,2.0
University Campus Suffolk,NSS Feedback (%),78.932047666697,2017,78.932047666697,7.0,10.0
Greenwich,NSS Feedback (%),71.5027501057733,2017,71.5027501057733,80.0,4.0
Glasgow Caledonian,NSS Feedback (%),65.5759558868085,2017,65.5759558868085,113.0,1.0
Southampton Solent,NSS Feedback (%),70.2803738317757,2017,70.2803738317757,89.0,3.0
Queen Margaret,NSS Feedback (%),66.5451552210724,2017,66.5451552210724,111.0,1.0
Teesside,NSS Feedback (%),75.67927987998,2017,75.67927987998,34.0,8.0
West of Scotland,NSS Feedback (%),73.521107361752,2017,73.521107361752,54.0,6.0
York St John,NSS Feedback (%),75.244951009798,2017,75.244951009798,40.0,7.0
Birmingham City,NSS Feedback (%),71.9950299821728,2017,71.9950299821728,70.0,5.0
"St Mary's, Twickenham",NSS Feedback (%),72.5582325302409,2017,72.5582325302409,60.0,5.0
London South Bank,NSS Feedback (%),71.1734076047469,2017,71.1734076047469,83.0,4.0
Aberystwyth,NSS Feedback (%),69.88244253010329,2017,69.88244253010329,95.0,3.0
Canterbury Christ Church,NSS Feedback (%),72.6574107280086,2017,72.6574107280086,58.0,6.0
Newman,NSS Feedback (%),77.18,2017,77.18,19.0,9.0
South Wales,NSS Feedback (%),70.2513075647404,2017,70.2513075647404,90.0,3.0
Westminster,NSS Feedback (%),68.4806932342999,2017,68.4806932342999,102.0,2.0
Bedfordshire,NSS Feedback (%),76.0550171928728,2017,76.0550171928728,29.0,8.0
Leeds Beckett,NSS Feedback (%),72.0850947770353,2017,72.0850947770353,68.0,5.0
East London,NSS Feedback (%),67.943971985993,2017,67.943971985993,105.0,2.0
Bucks New University,NSS Feedback (%),74.1117157490397,2017,74.1117157490397,49.0,6.0
Cumbria,NSS Feedback (%),76.1741368217886,2017,76.1741368217886,26.0,8.0
London Met,NSS Feedback (%),71.1535954812079,2017,71.1535954812079,84.0,3.0
Glyndŵr,NSS Feedback (%),71.85195395961131,2017,71.85195395961131,76.0,4.0
Cambridge,Average Teaching Score,100.0,2018,100.0,1.0,10.0
Oxford,Average Teaching Score,98.1,2018,98.1,2.0,10.0
St Andrews,Average Teaching Score,94.5,2018,94.5,3.0,10.0
Durham,Average Teaching Score,84.2,2018,84.2,4.0,10.0
Bath,Average Teaching Score,81.9,2018,81.9,5.0,10.0
Imperial College,Average Teaching Score,81.0,2018,81.0,6.0,10.0
Loughborough,Average Teaching Score,81.0,2018,81.0,6.0,10.0
Warwick,Average Teaching Score,80.9,2018,80.9,8.0,10.0
Lancaster,Average Teaching Score,80.8,2018,80.8,9.0,10.0
Surrey,Average Teaching Score,78.0,2018,78.0,10.0,10.0
